#,Chart_1,Chart_4,Chart_7,Chart_8,Chart_9,Chart_11,Chart_12,Chart_13,Chart_20,Chart_24,Chart_26,Closure_2,Closure_10,Closure_11,Closure_13,Closure_18,Closure_19,Closure_21,Closure_22,Closure_25,Closure_31,Closure_38,Closure_40,Closure_46,Closure_59,Closure_62,Closure_70,Closure_73,Closure_86,Closure_92,Closure_102,Closure_109,Closure_115,Closure_125,Closure_126,Lang_6,Lang_7,Lang_10,Lang_13,Lang_18,Lang_21,Lang_22,Lang_27,Lang_33,Lang_39,Lang_57,Lang_58,Lang_59,Lang_63,Math_3,Math_5,Math_8,Math_11,Math_15,Math_28,Math_30,Math_32,Math_33,Math_50,Math_52,Math_56,Math_57,Math_59,Math_62,Math_63,Math_73,Math_75,Math_79,Math_80,Math_82,Math_85,Math_88,Math_89,Math_94,Math_96,Math_97,Math_101,Mockito_29,Mockito_38,Time_2,Time_7,Time_17,Time_18,Time_19,Time_26
Chart_1,1,0,0.208333333,0.666666667,0.666666667,0.625,0.625,0.541666667,0,0.375,0,0.125,0,0,0,0.958333333,0.666666667,0,0,0,0.375,0.666666667,0.75,0,0,0.333333333,0.916666667,0,0.958333333,0,0,0,0,0.916666667,0.416666667,0,0,0,0,0.5,0.666666667,0.75,0.625,0,0.75,0.625,0.166666667,0,0.5,0,0,0.666666667,0.666666667,0,0.625,0.666666667,0.666666667,0,0.666666667,0.666666667,0.666666667,0.666666667,0.458333333,0.666666667,0,0,0.041666667,1,0,0.083333333,0.625,0.541666667,0.375,0.625,0,0.666666667,0,0,0.25,0,0.083333333,0.625,0.083333333,0.708333333,0.625
Chart_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chart_7,0.384615385,0,1,0.461538462,0.538461538,0.769230769,0.923076923,0.538461538,0,0.615384615,0,0.076923077,0,0,0,0.846153846,0.461538462,0,0,0,0.153846154,0.461538462,0.692307692,0,0,0.384615385,0.769230769,0,0.769230769,0,0,0,0,0.384615385,0.692307692,0,0,0,0,0.769230769,0.769230769,0.769230769,0.538461538,0,0.615384615,0.769230769,0.538461538,0,0.769230769,0,0,0.461538462,0.461538462,0,0.846153846,0.461538462,0.461538462,0,0.461538462,0.461538462,0.461538462,0.461538462,0.615384615,0.461538462,0,0,0.153846154,0.769230769,0,0.384615385,0.769230769,0.769230769,0.615384615,0.615384615,0,0.461538462,0,0,0.615384615,0,0.461538462,0.769230769,0.153846154,0.769230769,0.846153846
Chart_8,0.040302267,0,0.01511335,1,0.0302267,0.118387909,0.073047859,0.04534005,0,0.037783375,0,0,0,0,0,0.173803526,0.997481108,0,0,0,0.01511335,1,0.04534005,0,0,0.022670025,0.340050378,0,0.365239295,0,0,0,0,0.055415617,0.04534005,0,0,0,0,0.04534005,0.055415617,0.080604534,0.052896725,0,0.040302267,0.118387909,0.01511335,0,0.042821159,0,0,0.997481108,1,0,0.075566751,0.997481108,1,0,1,0.090680101,0.997481108,0.997481108,0.0302267,1,0,0,0,0.576826196,0,0.007556675,0.123425693,0.042821159,0.037783375,0.040302267,0,0.992443325,0,0,0.027707809,0,0.010075567,0.070528967,0.005037783,0.118387909,0.105793451
Chart_9,0.727272727,0,0.318181818,0.545454545,1,0.772727273,0.772727273,0.681818182,0,0.545454545,0,0.227272727,0,0,0,1,0.545454545,0,0,0,0.272727273,0.545454545,0.772727273,0,0,0.227272727,0.818181818,0,1,0,0,0,0,0.772727273,0.590909091,0,0,0,0,0.636363636,0.863636364,0.818181818,0.636363636,0,0.772727273,0.818181818,0.272727273,0,0.636363636,0,0,0.545454545,0.545454545,0,0.772727273,0.545454545,0.545454545,0,0.545454545,0.545454545,0.545454545,0.545454545,0.636363636,0.545454545,0,0,0.090909091,1,0,0.181818182,0.818181818,0.727272727,0.545454545,0.818181818,0,0.590909091,0,0,0.363636364,0,0.181818182,0.818181818,0.090909091,1,0.772727273
Chart_11,0.25862069,0,0.172413793,0.810344828,0.293103448,1,0.568965517,0.327586207,0,0.293103448,0,0.051724138,0,0,0,0.827586207,0.810344828,0,0,0,0.086206897,0.810344828,0.327586207,0,0,0.120689655,0.896551724,0,0.879310345,0,0,0,0,0.275862069,0.362068966,0,0,0,0,0.362068966,0.517241379,0.603448276,0.344827586,0,0.310344828,0.982758621,0.137931034,0,0.344827586,0,0,0.810344828,0.810344828,0,0.568965517,0.810344828,0.810344828,0,0.810344828,0.431034483,0.810344828,0.810344828,0.25862069,0.810344828,0,0,0.051724138,0.913793103,0,0.103448276,0.982758621,0.362068966,0.293103448,0.344827586,0,0.810344828,0,0,0.224137931,0,0.120689655,0.534482759,0.051724138,0.810344828,0.775862069
Chart_12,0.384615385,0,0.307692308,0.743589744,0.435897436,0.846153846,1,0.538461538,0,0.435897436,0,0.051282051,0,0,0,0.974358974,0.743589744,0,0,0,0.128205128,0.743589744,0.512820513,0,0,0.205128205,0.923076923,0,0.871794872,0,0,0,0,0.384615385,0.487179487,0,0,0,0,0.641025641,0.666666667,0.871794872,0.538461538,0,0.512820513,0.871794872,0.205128205,0,0.615384615,0,0,0.743589744,0.743589744,0,0.974358974,0.743589744,0.743589744,0,0.743589744,0.666666667,0.743589744,0.743589744,0.384615385,0.743589744,0,0,0.076923077,0.871794872,0,0.153846154,0.897435897,0.538461538,0.435897436,0.58974359,0,0.794871795,0,0,0.333333333,0,0.153846154,0.794871795,0.153846154,0.820512821,0.974358974
Chart_13,0.565217391,0,0.304347826,0.782608696,0.652173913,0.826086957,0.913043478,1,0,0.608695652,0,0.086956522,0,0,0,0.956521739,0.782608696,0,0,0,0.217391304,0.782608696,0.782608696,0,0,0.347826087,0.956521739,0,0.956521739,0,0,0,0,0.565217391,0.652173913,0,0,0,0,0.695652174,0.826086957,0.956521739,0.913043478,0,0.826086957,0.913043478,0.304347826,0,0.695652174,0,0,0.782608696,0.782608696,0,0.956521739,0.782608696,0.782608696,0,0.782608696,0.782608696,0.782608696,0.782608696,0.52173913,0.782608696,0,0,0.130434783,0.913043478,0,0.217391304,0.913043478,0.739130435,0.608695652,0.782608696,0,0.869565217,0,0,0.434782609,0,0.217391304,0.869565217,0.086956522,0.826086957,1
Chart_20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chart_24,0.529411765,0,0.470588235,0.882352941,0.705882353,1,1,0.823529412,0,1,0,0.058823529,0,0,0,0.941176471,0.882352941,0,0,0,0.117647059,0.882352941,0.823529412,0,0,0.294117647,1,0,1,0,0,0,0,0.588235294,1,0,0,0,0,0.882352941,1,1,0.882352941,0,0.764705882,1,0.470588235,0,0.823529412,0,0,0.882352941,0.882352941,0,0.941176471,0.882352941,0.882352941,0,0.882352941,0.764705882,0.882352941,0.882352941,0.764705882,0.882352941,0,0,0.117647059,1,0,0.294117647,1,0.941176471,1,0.705882353,0,0.882352941,0,0,0.764705882,0,0.352941176,0.941176471,0.058823529,1,0.941176471
Chart_26,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Closure_2,0.5,0,0.166666667,0,0.833333333,0.5,0.333333333,0.333333333,0,0.166666667,0,1,0,0,0,0.833333333,0,0,0,0,0.666666667,0,0.333333333,0,0,0.166666667,0.333333333,0,1,0,0,0,0,0.833333333,0.166666667,0,0,0,0,0.166666667,0.666666667,0.5,0.333333333,0,0.166666667,0.5,0.166666667,0,0.166666667,0,0,0,0,0,0.333333333,0,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0.333333333,1,0,0.333333333,0.5,0.166666667,0.166666667,0.333333333,0,0,0,0,0.166666667,0,0.166666667,0.333333333,0.166666667,0.833333333,0.333333333
Closure_10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Closure_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Closure_18,0.194915254,0,0.093220339,0.584745763,0.186440678,0.406779661,0.322033898,0.186440678,0,0.13559322,0,0.042372881,0,0,0,1,0.584745763,0,0,0,0.084745763,0.584745763,0.194915254,0,0,0.084745763,0.847457627,0,0.898305085,0,0,0,0,0.262711864,0.169491525,0,0,0,0,0.245762712,0.245762712,0.322033898,0.194915254,0,0.211864407,0.423728814,0.059322034,0,0.237288136,0,0,0.584745763,0.584745763,0,0.347457627,0.584745763,0.584745763,0,0.584745763,0.254237288,0.584745763,0.584745763,0.152542373,0.584745763,0,0,0.016949153,0.889830508,0,0.042372881,0.43220339,0.186440678,0.13559322,0.288135593,0,0.610169492,0,0,0.101694915,0,0.042372881,0.338983051,0.059322034,0.627118644,0.457627119
Closure_19,0.040302267,0,0.01511335,0.997481108,0.0302267,0.118387909,0.073047859,0.04534005,0,0.037783375,0,0,0,0,0,0.173803526,1,0,0,0,0.01511335,1,0.04534005,0,0,0.022670025,0.340050378,0,0.365239295,0,0,0,0,0.055415617,0.04534005,0,0,0,0,0.04534005,0.055415617,0.080604534,0.052896725,0,0.040302267,0.118387909,0.01511335,0,0.042821159,0,0,1,0.997481108,0,0.075566751,1,1,0,0.997481108,0.090680101,1,1,0.0302267,0.997481108,0,0,0,0.576826196,0,0.007556675,0.123425693,0.042821159,0.037783375,0.040302267,0,0.992443325,0,0,0.027707809,0,0.010075567,0.070528967,0.005037783,0.118387909,0.105793451
Closure_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Closure_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_31,0.9,0,0.2,0.6,0.6,0.5,0.5,0.5,0,0.2,0,0.4,0,0,0,1,0.6,0,0,0,1,0.6,0.7,0,0,0.7,0.7,0,1,0,0,0,0,1,0.2,0,0,0,0,0.3,0.5,0.8,0.7,0,0.5,0.5,0.2,0,0.3,0,0,0.6,0.6,0,0.5,0.6,0.6,0,0.6,0.7,0.6,0.6,0.2,0.6,0,0,0.1,1,0,0.2,0.5,0.2,0.2,0.3,0,0.6,0,0,0.2,0,0.2,0.3,0.2,0.6,0.5
Closure_38,0.040201005,0,0.015075377,0.997487437,0.030150754,0.118090452,0.072864322,0.045226131,0,0.037688442,0,0,0,0,0,0.173366834,0.997487437,0,0,0,0.015075377,1,0.045226131,0,0,0.022613065,0.33919598,0,0.364321608,0,0,0,0,0.055276382,0.045226131,0,0,0,0,0.045226131,0.055276382,0.08040201,0.052763819,0,0.040201005,0.118090452,0.015075377,0,0.042713568,0,0,0.997487437,0.997487437,0,0.075376884,0.997487437,1,0,0.997487437,0.090452261,0.997487437,0.997487437,0.030150754,0.997487437,0,0,0,0.575376884,0,0.007537688,0.123115578,0.042713568,0.037688442,0.040201005,0,0.989949749,0,0,0.027638191,0,0.010050251,0.070351759,0.005025126,0.118090452,0.105527638
Closure_40,0.782608696,0,0.391304348,0.782608696,0.739130435,0.826086957,0.869565217,0.782608696,0,0.608695652,0,0.086956522,0,0,0,1,0.782608696,0,0,0,0.304347826,0.782608696,1,0,0,0.434782609,1,0,1,0,0,0,0,0.782608696,0.652173913,0,0,0,0,0.695652174,0.826086957,0.956521739,0.869565217,0,0.869565217,0.826086957,0.304347826,0,0.695652174,0,0,0.782608696,0.782608696,0,0.869565217,0.782608696,0.782608696,0,0.782608696,0.782608696,0.782608696,0.782608696,0.608695652,0.782608696,0,0,0.086956522,1,0,0.217391304,0.826086957,0.782608696,0.608695652,0.739130435,0,0.782608696,0,0,0.434782609,0,0.217391304,0.826086957,0.086956522,0.826086957,0.869565217
Closure_46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_59,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0
Closure_62,0.8,0,0.5,0.9,0.5,0.7,0.8,0.8,0,0.5,0,0.1,0,0,0,1,0.9,0,0,0,0.7,0.9,1,0,0,1,1,0,1,0,0,0,0,0.8,0.5,0,0,0,0,0.6,0.6,1,1,0,0.8,0.7,0.5,0,0.6,0,0,0.9,0.9,0,0.8,0.9,0.9,0,0.9,1,0.9,0.9,0.4,0.9,0,0,0.1,1,0,0.4,0.7,0.5,0.5,0.5,0,0.9,0,0,0.5,0,0.4,0.6,0.2,0.6,0.8
Closure_70,0.095652174,0,0.043478261,0.586956522,0.07826087,0.226086957,0.156521739,0.095652174,0,0.073913043,0,0.008695652,0,0,0,0.434782609,0.586956522,0,0,0,0.030434783,0.586956522,0.1,0,0,0.043478261,1,0,0.856521739,0,0,0,0,0.182608696,0.091304348,0,0,0,0,0.1,0.130434783,0.169565217,0.104347826,0,0.117391304,0.230434783,0.034782609,0,0.095652174,0,0,0.586956522,0.586956522,0,0.160869565,0.586956522,0.586956522,0,0.586956522,0.165217391,0.586956522,0.586956522,0.082608696,0.586956522,0,0,0.017391304,0.92173913,0,0.026086957,0.234782609,0.104347826,0.073913043,0.130434783,0,0.595652174,0,0,0.056521739,0,0.030434783,0.182608696,0.017391304,0.308695652,0.22173913
Closure_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_86,0.091633466,0,0.039840637,0.577689243,0.087649402,0.203187251,0.135458167,0.087649402,0,0.067729084,0,0.023904382,0,0,0,0.422310757,0.577689243,0,0,0,0.039840637,0.577689243,0.091633466,0,0,0.039840637,0.784860558,0,1,0,0,0,0,0.183266932,0.079681275,0,0,0,0,0.079681275,0.139442231,0.15936255,0.09561753,0,0.103585657,0.203187251,0.03187251,0,0.075697211,0,0,0.577689243,0.577689243,0,0.139442231,0.577689243,0.577689243,0,0.577689243,0.147410359,0.577689243,0.577689243,0.075697211,0.577689243,0,0,0.015936255,0.884462151,0,0.023904382,0.203187251,0.091633466,0.067729084,0.119521912,0,0.581673307,0,0,0.051792829,0,0.023904382,0.167330677,0.007968127,0.314741036,0.179282869
Closure_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Closure_109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closure_125,0.47826087,0,0.108695652,0.47826087,0.369565217,0.347826087,0.326086957,0.282608696,0,0.217391304,0,0.108695652,0,0,0,0.673913043,0.47826087,0,0,0,0.217391304,0.47826087,0.391304348,0,0,0.173913043,0.913043478,0,1,0,0,0,0,1,0.239130435,0,0,0,0,0.282608696,0.347826087,0.391304348,0.326086957,0,0.413043478,0.347826087,0.086956522,0,0.282608696,0,0,0.47826087,0.47826087,0,0.326086957,0.47826087,0.47826087,0,0.47826087,0.52173913,0.47826087,0.47826087,0.282608696,0.47826087,0,0,0.02173913,1,0,0.043478261,0.347826087,0.304347826,0.217391304,0.456521739,0,0.47826087,0,0,0.130434783,0,0.043478261,0.391304348,0.043478261,0.52173913,0.326086957
Closure_126,0.476190476,0,0.428571429,0.857142857,0.619047619,1,0.904761905,0.714285714,0,0.80952381,0,0.047619048,0,0,0,0.952380952,0.857142857,0,0,0,0.095238095,0.857142857,0.714285714,0,0,0.238095238,1,0,0.952380952,0,0,0,0,0.523809524,1,0,0,0,0,0.80952381,0.952380952,0.904761905,0.761904762,0,0.666666667,1,0.380952381,0,0.761904762,0,0,0.857142857,0.857142857,0,0.904761905,0.857142857,0.857142857,0,0.857142857,0.666666667,0.857142857,0.857142857,0.666666667,0.857142857,0,0,0.095238095,1,0,0.238095238,1,0.857142857,0.80952381,0.666666667,0,0.857142857,0,0,0.619047619,0,0.285714286,0.857142857,0.047619048,0.952380952,0.952380952
Lang_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Lang_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Lang_10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lang_13,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,1,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0,0,0,0
Lang_18,0.375,0,0.3125,0.5625,0.4375,0.65625,0.78125,0.5,0,0.46875,0,0.03125,0,0,0,0.90625,0.5625,0,0,0,0.09375,0.5625,0.5,0,0.03125,0.1875,0.71875,0,0.625,0,0,0,0,0.40625,0.53125,0.03125,0.03125,0,0.03125,1,0.625,0.625,0.53125,0,0.5,0.65625,0.1875,0,0.90625,0,0.03125,0.5625,0.5625,0,0.78125,0.5625,0.5625,0,0.5625,0.5625,0.5625,0.5625,0.40625,0.5625,0,0,0.03125,0.625,0,0.125,0.6875,0.5625,0.46875,0.59375,0,0.625,0,0,0.34375,0.03125,0.125,0.59375,0.21875,0.625,0.875
Lang_21,0.432432432,0,0.27027027,0.594594595,0.513513514,0.810810811,0.702702703,0.513513514,0,0.459459459,0,0.108108108,0,0,0,0.783783784,0.594594595,0,0,0,0.135135135,0.594594595,0.513513514,0,0,0.162162162,0.810810811,0,0.945945946,0,0,0,0,0.432432432,0.540540541,0,0,0,0,0.540540541,1,0.756756757,0.540540541,0,0.486486486,0.810810811,0.216216216,0,0.513513514,0,0,0.594594595,0.594594595,0,0.702702703,0.594594595,0.594594595,0,0.594594595,0.513513514,0.594594595,0.594594595,0.405405405,0.594594595,0,0,0.108108108,0.837837838,0,0.162162162,0.810810811,0.594594595,0.459459459,0.567567568,0,0.594594595,0,0,0.351351351,0,0.162162162,0.72972973,0.054054054,0.837837838,0.72972973
Lang_22,0.45,0,0.25,0.8,0.45,0.875,0.85,0.55,0,0.425,0,0.075,0,0,0,0.95,0.8,0,0,0,0.2,0.8,0.55,0,0,0.25,0.975,0,1,0,0,0,0,0.45,0.475,0,0,0,0,0.5,0.7,1,0.6,0,0.5,0.9,0.2,0,0.475,0,0,0.8,0.8,0,0.825,0.8,0.8,0,0.8,0.65,0.8,0.8,0.375,0.8,0,0,0.1,0.975,0,0.15,0.9,0.525,0.425,0.5,0,0.825,0,0,0.325,0,0.15,0.825,0.05,0.875,0.9
Lang_27,0.625,0,0.291666667,0.875,0.583333333,0.833333333,0.875,0.875,0,0.625,0,0.083333333,0,0,0,0.958333333,0.875,0,0,0,0.291666667,0.875,0.833333333,0,0,0.416666667,1,0,1,0,0,0,0,0.625,0.666666667,0,0,0,0,0.708333333,0.833333333,1,1,0,0.708333333,0.833333333,0.291666667,0,0.708333333,0,0,0.875,0.875,0,0.875,0.875,0.875,0,0.875,0.833333333,0.875,0.875,0.5,0.875,0,0,0.125,0.958333333,0,0.208333333,0.833333333,0.75,0.625,0.666666667,0,0.875,0,0,0.458333333,0,0.208333333,0.833333333,0.083333333,0.791666667,0.916666667
Lang_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lang_39,0.642857143,0,0.285714286,0.571428571,0.607142857,0.642857143,0.714285714,0.678571429,0,0.464285714,0,0.035714286,0,0,0,0.892857143,0.571428571,0,0,0,0.178571429,0.571428571,0.714285714,0,0,0.285714286,0.964285714,0,0.928571429,0,0,0,0,0.678571429,0.5,0,0,0,0,0.571428571,0.642857143,0.714285714,0.607142857,0,1,0.714285714,0.214285714,0,0.571428571,0,0,0.571428571,0.571428571,0,0.75,0.571428571,0.571428571,0,0.571428571,0.571428571,0.571428571,0.571428571,0.464285714,0.571428571,0,0,0.035714286,0.964285714,0,0.142857143,0.714285714,0.607142857,0.464285714,0.75,0,0.642857143,0,0,0.321428571,0,0.142857143,0.785714286,0.071428571,0.785714286,0.75
